segment_id,row_index,row_label,section,anchor_mark_visible,color,thickness,code,legend_description,source_kind,pixel_x_start,pixel_x_end_exclusive,pixel_y_center,pixel_width,pixel_height_estimate,year_start,year_end,duration_years,note,base_year,end_year_exclusive,start_abs_day,end_abs_day,start_year,start_day_of_year,start_day_label,end_year,end_day_of_year,end_day_label,duration_days,normalized_sensor,normalized_satellite,match_key,era5_active_from_color,era_interim_active_from_color,era_source_right_edge_segment,original_end_abs_day,original_end_day_label,original_end_date_365,era_interim_clipped_start_day_label,era_interim_clipped_end_day_label,extension_interval_count
55,22,AQUA AIRS Rad.,Hyperspectral infrared,True,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1079,1083,521,4,13,2005.603993,2005.74376,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10076,10127,2005,221,2005-D221,2005,272,2005-D272,52,AIRS,AQUA,AIRS|AQUA,False,True,False,10127,2005-D272,2005-09-29,2005-D221,2005-D272,0
56,22,AQUA AIRS Rad.,Hyperspectral infrared,True,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1205,1210,521,5,13,2010.006656,2010.181364,0.174709,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11683,11747,2010,3,2010-D003,2010,67,2010-D067,65,AIRS,AQUA,AIRS|AQUA,False,True,False,11747,2010-D067,2010-03-08,2010-D003,2010-D067,0
57,22,AQUA AIRS Rad.,Hyperspectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1013,1079,521,66,13,2003.297837,2005.603993,2.306156,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9234,10076,2003,109,2003-D109,2005,221,2005-D221,843,AIRS,AQUA,AIRS|AQUA,True,True,False,10076,2005-D221,2005-08-09,2003-D109,2005-D221,0
58,22,AQUA AIRS Rad.,Hyperspectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1082,1204,521,122,13,2005.708819,2009.971714,4.262895,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10114,11670,2005,259,2005-D259,2009,355,2009-D355,1557,AIRS,AQUA,AIRS|AQUA,True,True,False,11670,2009-D355,2009-12-21,2005-D259,2009-D355,0
59,22,AQUA AIRS Rad.,Hyperspectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1210,1375,521,165,13,2010.181364,2015.946755,5.765391,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11747,13851,2010,67,2010-D067,2015,346,2015-D346,2105,AIRS,AQUA,AIRS|AQUA,True,True,False,13851,2015-D346,2015-12-12,2010-D067,2015-D346,0
60,22,AQUA AIRS Rad.,Hyperspectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1378,1482,521,104,13,2016.051581,2019.685524,3.633943,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,15216,2016,19,2016-D019,2019,251,2019-D251,1328,AIRS,AQUA,AIRS|AQUA,True,True,True,15216,2019-D251,2019-09-08,2016-D019,2019-D251,1
61,23,METOP-A IASI Rad.,Hyperspectral infrared,True,green,thick,green_thick,used in ERA5 but not in the reference system,visible_color_bar,1124,1377,540,253,13,2007.176373,2016.016639,8.840266,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10650,13877,2007,65,2007-D065,2016,7,2016-D007,3228,IASI,METOP-A,IASI|METOP-A,True,False,False,13877,2016-D007,2016-01-07,,,0
62,23,METOP-A IASI Rad.,Hyperspectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1376,1482,540,106,13,2015.981697,2019.685524,3.703827,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13864,15216,2015,359,2015-D359,2019,251,2019-D251,1353,IASI,METOP-A,IASI|METOP-A,True,True,True,15216,2019-D251,2019-09-08,2015-D359,2019-D251,1
63,24,NOAA 14 SSU TOVS1B Rad,Multispectral infrared,True,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1034,1041,617,7,13,2004.031614,2004.276206,0.244592,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9502,9591,2004,12,2004-D012,2004,101,2004-D101,90,SSU,NOAA 14,SSU|NOAA 14,False,True,False,9591,2004-D101,2004-04-11,2004-D012,2004-D101,0
64,24,NOAA 14 SSU TOVS1B Rad,Multispectral infrared,True,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1046,1049,617,3,11,2004.450915,2004.55574,0.104825,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9655,9693,2004,165,2004-D165,2004,203,2004-D203,39,SSU,NOAA 14,SSU|NOAA 14,False,True,False,9693,2004-D203,2004-07-22,2004-D165,2004-D203,0
65,24,NOAA 14 SSU TOVS1B Rad,Multispectral infrared,True,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1054,1058,617,4,12,2004.730449,2004.870216,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9757,9808,2004,267,2004-D267,2004,318,2004-D318,52,SSU,NOAA 14,SSU|NOAA 14,False,True,False,9808,2004-D318,2004-11-14,2004-D267,2004-D318,0
66,24,NOAA 14 SSU TOVS1B Rad,Multispectral infrared,True,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1062,1067,617,5,13,2005.009983,2005.184692,0.174709,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9859,9923,2005,4,2005-D004,2005,68,2005-D068,65,SSU,NOAA 14,SSU|NOAA 14,False,True,False,9923,2005-D068,2005-03-09,2005-D004,2005-D068,0
67,24,NOAA 14 SSU TOVS1B Rad,Multispectral infrared,True,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1071,1100,617,29,13,2005.324459,2006.33777,1.013311,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9974,10344,2005,119,2005-D119,2006,124,2006-D124,371,SSU,NOAA 14,SSU|NOAA 14,False,True,False,10344,2006-D124,2006-05-04,2005-D119,2006-D124,0
68,24,NOAA 14 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,776,1035,617,259,13,1995.016639,2004.066556,9.049917,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,6212,9515,1995,7,1995-D007,2004,25,2004-D025,3304,SSU,NOAA 14,SSU|NOAA 14,True,True,False,9515,2004-D025,2004-01-25,1995-D007,2004-D025,0
69,24,NOAA 14 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1041,1054,617,13,13,2004.276206,2004.730449,0.454243,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9591,9757,2004,101,2004-D101,2004,267,2004-D267,167,SSU,NOAA 14,SSU|NOAA 14,True,True,False,9757,2004-D267,2004-09-24,2004-D101,2004-D267,0
70,24,NOAA 14 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1057,1062,617,5,13,2004.835275,2005.009983,0.174709,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9795,9859,2004,305,2004-D305,2005,4,2005-D004,65,SSU,NOAA 14,SSU|NOAA 14,True,True,False,9859,2005-D004,2005-01-04,2004-D305,2005-D004,0
71,24,NOAA 14 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1066,1071,617,5,13,2005.14975,2005.324459,0.174709,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9910,9974,2005,55,2005-D055,2005,119,2005-D119,65,SSU,NOAA 14,SSU|NOAA 14,True,True,False,9974,2005-D119,2005-04-29,2005-D055,2005-D119,0
72,25,NOAA 11 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,597,776,637,179,13,1988.762063,1995.016639,6.254576,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,3929,6212,1988,279,1988-D279,1995,7,1995-D007,2284,SSU,NOAA 11,SSU|NOAA 11,True,True,False,6212,1995-D007,1995-01-07,1988-D279,1995-D007,0
73,25,NOAA 11 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,848,1005,637,157,13,1997.532446,2003.018303,5.485857,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,7130,9132,1997,195,1997-D195,2003,7,2003-D007,2003,SSU,NOAA 11,SSU|NOAA 11,True,True,False,9132,2003-D007,2003-01-07,1997-D195,2003-D007,0
74,25,NOAA 11 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1375,1379,637,4,5,2015.946755,2016.086522,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13851,13902,2015,346,2015-D346,2016,32,2016-D032,52,SSU,NOAA 11,SSU|NOAA 11,True,True,False,13902,2016-D032,2016-02-01,2015-D346,2016-D032,0
75,26,NOAA 9 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,489,601,656,112,13,1984.988353,1988.90183,3.913478,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,2551,3980,1984,361,1984-D361,1988,330,1988-D330,1430,SSU,NOAA 9,SSU|NOAA 9,True,True,False,3980,1988-D330,1988-11-26,1984-D361,1988-D330,0
76,27,NOAA 8 SSU TOVS1B Rad,Multispectral infrared,True,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,443,445,675,2,13,1983.381032,1983.450915,0.069884,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,1965,1990,1983,140,1983-D140,1983,165,1983-D165,26,SSU,NOAA 8,SSU|NOAA 8,False,True,False,1990,1983-D165,1983-06-14,1983-D140,1983-D165,0
77,27,NOAA 8 SSU TOVS1B Rad,Multispectral infrared,True,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,504,513,675,9,13,1985.512479,1985.826955,0.314476,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,2743,2857,1985,188,1985-D188,1985,302,1985-D302,115,SSU,NOAA 8,SSU|NOAA 8,False,True,False,2857,1985-D302,1985-10-29,1985-D188,1985-D302,0
78,27,NOAA 8 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,445,474,675,29,13,1983.450915,1984.464226,1.013311,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,1990,2360,1983,165,1983-D165,1984,170,1984-D170,371,SSU,NOAA 8,SSU|NOAA 8,True,True,False,2360,1984-D170,1984-06-19,1983-D165,1984-D170,0
79,28,NOAA 7 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,389,494,694,105,13,1981.494176,1985.163062,3.668885,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,1276,2615,1981,181,1981-D181,1985,60,1985-D060,1340,SSU,NOAA 7,SSU|NOAA 7,True,True,False,2615,1985-D060,1985-03-01,1981-D181,1985-D060,0
80,29,NOAA 6 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,332,442,714,110,13,1979.502496,1983.34609,3.843594,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,549,1952,1979,184,1979-D184,1983,127,1983-D127,1404,SSU,NOAA 6,SSU|NOAA 6,True,True,False,1952,1983-D127,1983-05-07,1979-D184,1983-D127,0
81,29,NOAA 6 SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,514,543,714,29,13,1985.861897,1986.875208,1.013311,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,2870,3240,1985,315,1985-D315,1986,320,1986-D320,371,SSU,NOAA 6,SSU|NOAA 6,True,True,False,3240,1986-D320,1986-11-16,1985-D315,1986-D320,0
82,30,TIROS-N SSU TOVS1B Rad,Multispectral infrared,True,green,thick,green_thick,used in ERA5 but not in the reference system,visible_color_bar,371,374,733,3,8,1980.865225,1980.97005,0.104825,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,1046,1085,1980,316,1980-D316,1980,355,1980-D355,40,SSU,TIROS-N,SSU|TIROS-N,True,False,False,1085,1980-D355,1980-12-21,,,0
83,30,TIROS-N SSU TOVS1B Rad,Multispectral infrared,True,red,thin,red_thin,assimilated in the reference system but not in ERA5,visible_color_bar,359,361,733,2,4,1980.445923,1980.515807,0.069884,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,893,919,1980,163,1980-D163,1980,189,1980-D189,27,SSU,TIROS-N,SSU|TIROS-N,False,True,False,919,1980-D189,1980-07-08,1980-D163,1980-D189,0
84,30,TIROS-N SSU TOVS1B Rad,Multispectral infrared,True,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,318,381,733,63,13,1979.013311,1981.214642,2.201331,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,370,1174,1979,5,1979-D005,1981,79,1981-D079,805,SSU,TIROS-N,SSU|TIROS-N,True,True,False,1174,1981-D079,1981-03-20,1979-D005,1981-D079,0
85,30,TIROS-N SSU TOVS1B Rad,Multispectral infrared,True,grey,thin,grey_thin,used in both ERA5 and the reference system,visible_color_bar,1375,1379,733,4,4,2015.946755,2016.086522,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13851,13902,2015,346,2015-D346,2016,32,2016-D032,52,SSU,TIROS-N,SSU|TIROS-N,True,True,False,13902,2016-D032,2016-02-01,2015-D346,2016-D032,0
86,31,METOP-B HIRS Rad,Multispectral infrared,False,green,thick,green_thick,used in ERA5 but not in the reference system,visible_color_bar,1350,1362,752,12,13,2015.073211,2015.492512,0.419301,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13532,13685,2015,27,2015-D027,2015,180,2015-D180,154,HIRS,METOP-B,HIRS|METOP-B,True,False,False,13685,2015-D180,2015-06-29,,,0
87,32,NOAA 19 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1272,1273,771,1,6,2012.347754,2012.382696,0.034942,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12537,12550,2012,127,2012-D127,2012,140,2012-D140,14,HIRS,NOAA 19,HIRS|NOAA 19,False,True,False,12550,2012-D140,2012-05-20,2012-D127,2012-D140,0
88,32,NOAA 19 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1303,1308,771,5,13,2013.430948,2013.605657,0.174709,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,12933,12997,2013,158,2013-D158,2013,222,2013-D222,65,HIRS,NOAA 19,HIRS|NOAA 19,False,True,False,12997,2013-D222,2013-08-10,2013-D158,2013-D222,0
89,32,NOAA 19 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1188,1303,771,115,13,2009.412646,2013.430948,4.018303,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,11466,12933,2009,151,2009-D151,2013,158,2013-D158,1468,HIRS,NOAA 19,HIRS|NOAA 19,True,True,False,12933,2013-D158,2013-06-07,2009-D151,2013-D158,0
90,33,METOP-A HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1120,1127,790,7,13,2007.036606,2007.281198,0.244592,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10599,10688,2007,14,2007-D014,2007,103,2007-D103,90,HIRS,METOP-A,HIRS|METOP-A,False,True,False,10688,2007-D103,2007-04-13,2007-D014,2007-D103,0
91,33,METOP-A HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1373,1377,790,4,11,2015.876872,2016.016639,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13826,13877,2015,321,2015-D321,2016,7,2016-D007,52,HIRS,METOP-A,HIRS|METOP-A,False,True,False,13877,2016-D007,2016-01-07,2015-D321,2016-D007,0
92,33,METOP-A HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1127,1374,790,247,13,2007.281198,2015.911814,8.630616,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10688,13838,2007,103,2007-D103,2015,333,2015-D333,3151,HIRS,METOP-A,HIRS|METOP-A,True,True,False,13838,2015-D333,2015-11-29,2007-D103,2015-D333,0
93,33,METOP-A HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1378,1383,790,5,13,2016.051581,2016.22629,0.174709,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,13889,13953,2016,19,2016-D019,2016,83,2016-D083,65,HIRS,METOP-A,HIRS|METOP-A,True,True,False,13953,2016-D083,2016-03-24,2016-D019,2016-D083,0
94,34,NOAA 18 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1077,1183,810,106,13,2005.53411,2009.237937,3.703827,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,10050,11402,2005,195,2005-D195,2009,87,2009-D087,1353,HIRS,NOAA 18,HIRS|NOAA 18,False,True,False,11402,2009-D087,2009-03-28,2005-D195,2009-D087,0
95,35,NOAA 17 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,992,1260,829,268,13,2002.56406,2011.928453,9.364393,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,8966,12384,2002,206,2002-D206,2011,339,2011-D339,3419,HIRS,NOAA 17,HIRS|NOAA 17,True,True,False,12384,2011-D339,2011-12-05,2002-D206,2011-D339,0
96,36,NOAA 16 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,942,1045,849,103,13,2000.816972,2004.415973,3.599002,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,8329,9642,2000,299,2000-D299,2004,152,2004-D152,1314,HIRS,NOAA 16,HIRS|NOAA 16,False,True,False,9642,2004-D152,2004-06-01,2000-D299,2004-D152,0
97,37,NOAA 15 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,878,932,867,54,13,1998.580699,2000.467554,1.886855,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,7512,8201,1998,212,1998-D212,2000,171,2000-D171,690,HIRS,NOAA 15,HIRS|NOAA 15,True,True,False,8201,2000-D171,2000-06-20,1998-D212,2000-D171,0
98,38,NOAA 14 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1035,1042,886,7,13,2004.066556,2004.311148,0.244592,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9515,9604,2004,25,2004-D025,2004,114,2004-D114,90,HIRS,NOAA 14,HIRS|NOAA 14,False,True,False,9604,2004-D114,2004-04-24,2004-D025,2004-D114,0
99,38,NOAA 14 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1046,1047,886,1,6,2004.450915,2004.485857,0.034942,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9655,9668,2004,165,2004-D165,2004,178,2004-D178,14,HIRS,NOAA 14,HIRS|NOAA 14,False,True,False,9668,2004-D178,2004-06-27,2004-D165,2004-D178,0
100,38,NOAA 14 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,1054,1058,886,4,13,2004.730449,2004.870216,0.139767,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9757,9808,2004,267,2004-D267,2004,318,2004-D318,52,HIRS,NOAA 14,HIRS|NOAA 14,False,True,False,9808,2004-D318,2004-11-14,2004-D267,2004-D318,0
101,38,NOAA 14 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,784,1036,886,252,13,1995.296173,2004.101498,8.805324,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,6314,9528,1995,109,1995-D109,2004,38,2004-D038,3215,HIRS,NOAA 14,HIRS|NOAA 14,True,True,False,9528,2004-D038,2004-02-07,1995-D109,2004-D038,0
102,38,NOAA 14 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,1041,1062,886,21,13,2004.276206,2005.009983,0.733777,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,9591,9859,2004,101,2004-D101,2005,4,2005-D004,269,HIRS,NOAA 14,HIRS|NOAA 14,True,True,False,9859,2005-D004,2005-01-04,2004-D101,2005-D004,0
103,39,NOAA 12 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,676,678,906,2,13,1991.522463,1991.592346,0.069884,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,4936,4962,1991,191,1991-D191,1991,217,1991-D217,27,HIRS,NOAA 12,HIRS|NOAA 12,False,True,False,4962,1991-D217,1991-08-05,1991-D191,1991-D217,0
104,39,NOAA 12 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,678,845,906,167,13,1991.592346,1997.427621,5.835275,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,4962,7092,1991,217,1991-D217,1997,157,1997-D157,2131,HIRS,NOAA 12,HIRS|NOAA 12,True,True,False,7092,1997-D157,1997-06-06,1991-D217,1997-D157,0
105,40,NOAA 11 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,598,776,925,178,13,1988.797005,1995.016639,6.219634,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,3941,6212,1988,291,1988-D291,1995,7,1995-D007,2272,HIRS,NOAA 11,HIRS|NOAA 11,True,True,False,6212,1995-D007,1995-01-07,1988-D291,1995-D007,0
106,40,NOAA 11 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,848,927,925,79,13,1997.532446,2000.292845,2.760399,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,7130,8137,1997,195,1997-D195,2000,107,2000-D107,1008,HIRS,NOAA 11,HIRS|NOAA 11,True,True,False,8137,2000-D107,2000-04-17,1997-D195,2000-D107,0
107,41,NOAA 10 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,544,682,944,138,13,1986.91015,1991.732113,4.821963,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,3253,5013,1986,333,1986-D333,1991,268,1991-D268,1761,HIRS,NOAA 10,HIRS|NOAA 10,True,True,False,5013,1991-D268,1991-09-25,1986-D333,1991-D268,0
108,42,NOAA 9 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,490,601,964,111,13,1985.023295,1988.90183,3.878536,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,2564,3980,1985,9,1985-D009,1988,330,1988-D330,1417,HIRS,NOAA 9,HIRS|NOAA 9,True,True,False,3980,1988-D330,1988-11-26,1985-D009,1988-D330,0
109,43,NOAA 8 HIRS Rad,Multispectral infrared,False,red,thick,red_thick,assimilated in the reference system but not in ERA5,visible_color_bar,442,445,983,3,13,1983.34609,1983.450915,0.104825,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,1952,1990,1983,127,1983-D127,1983,165,1983-D165,39,HIRS,NOAA 8,HIRS|NOAA 8,False,True,False,1990,1983-D165,1983-06-14,1983-D127,1983-D165,0
110,43,NOAA 8 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,444,474,983,30,13,1983.415973,1984.464226,1.048253,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,1977,2360,1983,152,1983-D152,1984,170,1984-D170,384,HIRS,NOAA 8,HIRS|NOAA 8,True,True,False,2360,1984-D170,1984-06-19,1983-D152,1984-D170,0
111,44,NOAA 7 HIRS Rad,Multispectral infrared,False,grey,thick,grey_thick,used in both ERA5 and the reference system,visible_color_bar,391,493,1002,102,13,1981.56406,1985.12812,3.56406,visible raster pixels only; hidden/covered bar portions cannot be reconstructed,1978,2020,1301,2602,1981,206,1981-D206,1985,47,1985-D047,1302,HIRS,NOAA 7,HIRS|NOAA 7,True,True,False,2602,1985-D047,1985-02-16,1981-D206,1985-D047,0
